Id,modularity_class,user_id,user_name,Organization,Catergory_1,Catergory_2,Position,Gender,Race,Past Bio Details,user_description,White Hse?,Correspondent?,Video?,user_urls,Newsroom_1,Newsroom_2,shared past,TV contract?,Radio?,user_statuses_count,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_verified,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,clustering,eigencentrality,Authority,Hub,Notes
tcberenson,8,1499145156,Tessa Berenson,Time Magazine,News Magazine,Senate_Periodical_Galleries,,F,White,-,"White House Correspondent @TIME.    Yale alum, DC native.  tessa.berenson@time.com",TRUE,TRUE,FALSE,http://time.com/author/tessa-berenson/,Time, ,N,N, ,4369,2728,2296,2353,109,TRUE,19,14,33,108,52,160,0.324651,2413.948423,0.213768,0.035187,0.009229,0.005894,
jmoorheadcnn,8,2614546850,Jeremy Moorhead,CNN,Television Network News and Public Affairs,Radio_and_Television,Digital Politics Producer,M,White,"""former @21wfmj @foxbaltimore and @CNN photojournalist.""","@CNN Digital Politics Producer ~ former @21wfmj @foxbaltimore and @CNN photojournalist ~ shoot, edit & produce for @cnnpolitics ~ proud #youngstownohio native",FALSE,FALSE,FALSE,http://www.cnn.com/profiles/jeremy-moorhead,CNN, ,"N (WFMJ, FOX-L)",Y, ,9114,2694,1028,12252,116,TRUE,9,37,46,13,156,169,0.329059,3331.124191,0.254487,0.038576,0.004019,0.016822,
laurabernardini,8,106565465,Laura Bernardini,CNN,Television Network News and Public Affairs,Radio_and_Television,Washington Director of Coverage,F,White,"Also: ""author of Catholic Reads the Bible for @CNNBelief.""",CNN Washington's Senior Director of Coverage plus proud native Vermonter & author of Catholic Reads the Bible for @CNNBelief links/retweets are not endorsements,FALSE,FALSE,FALSE,http://CNN.com,CNN, ,N,Y, ,2224,2636,1000,804,65,TRUE,4,9,13,5,20,25,0.293771,75.664675,0.211111,0.009487,0.001206,0.003016,
pallavireports,8,30385911,Pallavi Reddy,CNN,Television Network News and Public Affairs,Radio_and_Television,Producer,F,Asian,-,"Supervising Producer @CNN DC | Voracious eater, @UCLA & #cuj11 alum",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,3723,2588,1319,0,51,TRUE,3,20,23,4,42,46,0.318838,53.096525,0.497619,0.004014,0.000284,0.015562,
GrantGross,8,16328195,Grant Gross,IDG News Service,-,Senate_Periodical_Galleries,,M,White,-,Freelance reporter/writer specializing in tech policy. Former senior editor/tech policy reporter at IDG News Service,FALSE,FALSE,FALSE,http://www.grantgross.com,NAN, ,N,N, ,1831,2583,539,6,207,FALSE,0,5,5,0,6,6,0.304128,0,0.25,0,0,0.005186,
lmarkoe,8,339177761,Lauren Markoe,Religion News Service,-,Senate_Press_Galleries,,F,White,-,http://www.religionnews.com,FALSE,FALSE,FALSE,Managing Editor at Religion News Service,Religion News Service, , , , ,2796,2484,1303,142,109,FALSE,1,1,2,1,1,2,0.161604,0,1,0.000172,0.000001,0,
SarahNLynch,8,260841091,Sarah N. Lynch,Thomson Reuters,Wire Services,Senate_Press_Galleries,White Collar Crime Reporter,F,White,-,"I cover the U.S. Justice Department for Reuters in Washington, D.C.  Message me on Signal at 202 579 0289 Retweets are not endorsements.",FALSE,FALSE,FALSE, ,Reuters, ,N,N, ,2194,2346,1483,119,135,FALSE,6,11,17,6,13,19,0.313342,175.084573,0.136029,0.005029,0.001769,0.006149,
atsneed,8,16800722,Adam ‚ö°Ô∏è Sneed,CityLab,-,Senate_Periodical_Galleries,,M,White,-,Senior associate editor at @CityLab. Say hey: asneed@theatlantic.com,FALSE,FALSE,FALSE, ,CityLab,ATIC,N,N, ,21167,2294,1580,10045,153,TRUE,7,19,26,19,32,51,0.329681,209.736645,0.261905,0.015191,0.002547,0.01289,
joelwaldmanNEWS,8,394234511,Joel Waldman,-,-,Radio_and_Television,,M,#N/A,#N/A,"Dad to #ThePeoplesChamp and #ThePintSizedPugilist. Bug's husband. Mabel Rose and Killa's walker. Question asker, answer seeker. Joelz725@hotmail.com üëçUFC",FALSE,FALSE,FALSE,https://vimeo.com/23921952,VIMEO, ,N,N, ,9656,2252,661,2566,46,FALSE,1,12,13,2,19,21,0.323758,171.098853,0.318182,0.000172,0.000008,0.011936,
bkovoDC,8,108726910,bob kovach,PBS NewsHour,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""CNN Alum""","Broadcast and digital journalist, Native Clevelander, @JohnCarrollU Blue Streak, @CathedralLatin Lion, CNN Alum",FALSE,FALSE,FALSE, ,PBS, ,N (CNN),N (former), ,18525,2194,571,28412,79,FALSE,1,24,25,2,35,37,0.318497,0,0.108696,0.000172,0,0.011269,
BrianRokusCNN,8,770220331,Brian Rokus,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"News junkie, travel-lover and political producer in CNN's Washington bureau. RTs - you guessed it - don't equal endorsement.",FALSE,FALSE,FALSE,http://www.cnnpolitics.com,CNN, , , , ,262,2166,123,5,82,TRUE,1,1,2,1,1,2,0.252679,0,1,0.001209,0.000172,0.000173,
PolsonKanneth,8,21657051,Polson Kanneth,CNN,Television Network News and Public Affairs,Radio_and_Television,"Senior Editorial Producer, State of the Union",M,Asian,-,Senior Editorial Producer at @CNNSotu w/ @JakeTapper & @AmericanU Alum. RTs are not endorsements. My tweets are not exciting.,FALSE,FALSE,FALSE,http://CNN.com/SOTU,CNN, ,N,N, ,1933,2141,4021,2037,55,FALSE,0,2,2,0,2,2,0.293989,0,1,0,0,0.003194,
cnnjamie,8,27863062,Jamie Crawford,CNN,Television Network News and Public Affairs,Radio_and_Television,National Security Producer,M,White,-,CNN National Security Producer,FALSE,FALSE,FALSE,http://cnn.com/security,CNN, , , , ,186,2134,1274,2,109,FALSE,1,0,1,1,0,1,0,0,0,0.011522,0.001188,0,
jeromesoco,8,240883847,Jerome Socolovsky,Religion News Service,-,Senate_Press_Galleries,"Formerly Producer, Religion",M,White,0,Editor-in-Chief of @RNS,FALSE,FALSE,FALSE,http://www.religionnews.com,Religion News Service, ,N,N, ,1975,2102,1152,377,136,TRUE,1,3,4,2,8,10,0.238681,5332,0.166667,0.000198,0,0.00007,
burlij,8,164702019,Terence Burlij,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,Middle Eastern,-,Deputy Political Director @CNN / Born & raised in The Land / U.Va. alumnus,FALSE,FALSE,FALSE,http://www.cnn.com/POLITICS/,CNN, ,N,Y, ,1181,2046,1394,22,76,TRUE,8,7,15,9,11,20,0.29093,24.239938,0.224359,0.017515,0.002173,0.003294,
AMBankstw,8,319744306,Adelle Banks,Religion News Service,-,Senate_Press_Galleries,Production Editor/National Reporter,F,Black,-,"Production editor and national reporter for @RNS. Photographer, videographer, proofreader.   https://t.co/pcWAIMLc6A",FALSE,FALSE,TRUE,http://www.linkedin.com/in/adellebanks,Religion News Service, ,N,N, ,2493,1941,59,60,94,FALSE,4,2,6,63,57,120,0.192711,5434,0.416667,0.000833,0.00004,0,
jenbuesinger,8,125212215,Jen Buesinger Sperry,-,-,Radio_and_Television,,F,White,-,"News Writer & Producer. National Security, Politics, Current Events.  Former @cnn Current @foxla Always @Illinois_Alma. Cat mom.",FALSE,FALSE,FALSE, ,Fox-L, ,N (CNN),Y, ,1509,1873,1208,2666,46,TRUE,0,3,3,0,4,4,0.277319,0,0,0,0,0.001296,
jcderrick1,8,189542696,J.C. Derrick,World Magazine,-,Senate_Periodical_Galleries,,M,White,-,"Husband, father, editor/reporter working for @TWERadio and @WORLD_mag. Opinions are my own, retweet ‚â† endorsement.",FALSE,FALSE,FALSE,http://www.worldmag.com,TWE Radio,World Magazine,N,N, ,17032,1789,705,315,94,FALSE,2,5,7,2,9,11,0.29537,1769.228954,0.15,0.000352,0.000018,0.003983,
TheOtherKeppler,8,397478799,Kristin Wilson Keppler,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,Texas/Mizzou girl covering Capitol Hill for CNN. My kids are weird. @chris_keppler lets me be his wife. Dog named after an NFL team. I'm bad at Twitter.,FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,5112,1729,1009,2224,62,FALSE,31,37,68,73,86,159,0.351815,7058.0527,0.256327,0.120666,0.014191,0.021868,
byPeterEisler,8,820267986,Peter Eisler,Thomson Reuters,Wire Services,Senate_Press_Galleries,,M,White,"""Formerly @USATODAY.""","National Affairs Correspondent @Reuters, formerly @USATODAY. Fueled by family, mountain biking and the occasional guitar gig.",FALSE,TRUE,FALSE,http://reuters.com,Reuters, ,N (USAtoday),N, ,3623,1694,770,313,56,FALSE,9,23,32,10,50,60,0.345134,2862.257082,0.22619,0.013514,0.003305,0.016624,
AnnaMariaDP,8,159278421,AnnaMaria Di Pietro,WJLA–TV / Newschannel 8,Local TV Stations,Radio_and_Television,,F,White ,0,Covering Capitol Hill & the White House for SBG/ABC7 News. @GonzagaU alum. Southern Californian.,TRUE,FALSE,FALSE,http://Instagram.com/annamaria.dp,SBG,ABC-L,N,Y, ,11257,1662,489,9949,54,TRUE,7,39,46,9,49,58,0.361733,640.426078,0.161683,0.007308,0.002124,0.022001,
CNNWade,8,743964506,Wade Payson-Denney,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"Emmy Award losing Producer wearing many hats for @CNNPolitics; Proud @BucknellU grad and Santa Fe, NM native. Go @broncos",FALSE,FALSE,FALSE,http://www.cnn.com/politics,CNN, ,N,Y, ,2184,1619,879,1663,41,FALSE,4,10,14,6,13,19,0.312836,14.041039,0.581818,0.022569,0.002888,0.008262,
jimosman,8,20264590,@JIMOSMANü¶Ö,Media General,-,Radio_and_Television,Political and Investigative Reporter,M,White,"""KYW-TV alum""","18-time Emmy winner. Political and investigative journalist. KYW alum. MTP, Tim Russert mentored;@syracuseu Newhouse grad.Philly born. Fly ü¶Ö fly",FALSE,FALSE,FALSE, ,UST,Arizona Republic,N,N, ,5691,1586,1587,930,56,FALSE,1,14,15,1,15,16,0.315847,0,0.230769,0.000172,0,0.008415,
abdallahcnn,8,492221762,Khalil Abdallah,CNN,Television Network News and Public Affairs,Radio_and_Television,Photojournalist,M,Middle Eastern,-,"Photojournalist, Loves cooking on Fire, News Junkie, Traveler and great friend. RTs ‚â† endorsements. Instagramer #madcameraman",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,4138,1579,255,1774,35,FALSE,1,19,20,1,39,40,0.316066,38.658599,0.450292,0.005971,0.000379,0.011516,
ACrutchfield14,8,517633752,Abigail Crutchfield,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,Senior Producer @CNNSOTU. Native New Yorker & D.C. transplant. Once a dancer. RTs are not endorsements.,FALSE,FALSE,FALSE, ,CNN, ,N,N, ,721,1541,451,13,61,FALSE,0,7,7,0,8,8,0.318555,0,0.547619,0,0,0.007516,
natsfert,8,27481883,Natalie Fertig,McClatchy,-,Radio_and_Television,,F,White,-,"Video journalist @circa, covering politics and cannabis. Alum: @mcclatchy, @miamiherald, @CUNYjschool. Send tips to nfertig [at] circanews [dot] com. #nwisbest",FALSE,FALSE,TRUE,http://nataliefertig.com,Circa, ,N,N, ,19620,1529,1770,5978,97,TRUE,11,26,37,127,176,303,0.339098,13539.27949,0.166667,0.010075,0.00307,0.007083,
jerharlanCNN,8,197679007,Jeremy Harlan,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"CNN Denver Cross Platform Video Producer, Mizzou Alum, Colorado Native, Ex-Beltway-er",FALSE,FALSE,TRUE, ,CNN, ,N,Y, ,4496,1518,165,42,52,FALSE,7,5,12,8,6,14,0.294366,208.618496,0.25,0.016761,0.002088,0.003084,
JuliaHarte1,8,517472576,Julia Harte,Thomson Reuters,Wire Services,Senate_Press_Galleries,National Affairs Reporter,F,White,Formerly covering natsec @Publici. @StabileCenter alum.,Covers Nat'l Affairs @Reuters. Formerly covering natsec @Publici. @StabileCenter alum. Turkophile. Whistleblower-hugger. @NatGeo Young Explorer. PGP 0xa67b1356.,FALSE,FALSE,FALSE,http://juliaharte.com,Reuters, , , , ,845,1505,1133,176,45,TRUE,2,1,3,3,2,5,0,0,0.5,0.000358,0.000001,0,
Aleksander_Lee,8,3172410434,Alexander Lee,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,"""Creator of the Get Political web series.""",https://t.co/PEcqRGdUk8,FALSE,FALSE,FALSE,https://www.instagram.com/aleksanderlee/,NAN, ,N (CNN),N (former), ,1639,1495,1570,4230,61,TRUE,4,4,8,5,4,9,0.287906,6.440687,0.333333,0.0071,0.001442,0.001383,
akesslerdc,8,285772181,Aaron Kessler,CNN,Television Network News and Public Affairs,Senate_Press_Galleries,Senior Producer for Data/Investigations ,M,White,"""Formerly @nytimes, Herald-Tribune, Scripps. Knight-Bagehot & Mizzou alum.""","Senior producer @CNN for politics and data. Former @nytimes, @HeraldTribune. Long-suffering Philly fan hoping this was the year (It was!)",FALSE,FALSE,FALSE,http://cnn.com/politics,CNN, ,"Y (NYT, Herald Tribune)",Y, ,9856,1491,1589,3124,148,FALSE,4,30,34,4,49,53,0.338703,1425.260584,0.237634,0.007264,0.000671,0.021841,
jmckellogg,8,86776199,JulieAnn McKellogg,McClatchy,-,Radio_and_Television,Video Journalist,F,White,0,Lets build sustainable local media. @JSKstanford fellow 2017-2018,FALSE,FALSE,FALSE,http://jsk.stanford.edu/fellows/class-of-218/julie-ann-mckellogg/,Pactio, ,N,N, ,4728,1347,589,5295,69,FALSE,2,5,7,5,9,14,0.25692,103.719545,0.2,0.000573,0.000096,0.000054,
chanceseales,8,21921150,Chance Seales,Newsy,Digital,Radio_and_Television,National Correspondent,M,White,-,@Newsy DC Bureau. Knee-deep in the hoopla. RTs mean lolz or hmm.,FALSE,FALSE,FALSE, ,Newsy, ,N,Y, ,8617,1340,529,2867,69,FALSE,3,40,43,4,69,73,0.34754,1918.318968,0.255488,0.001451,0.000157,0.034744,
JulianaMons,8,397373712,Juliana Monsalve,Telemundo Network,-,Radio_and_Television,Producer ,F,Hispanic,0,Journalist. Senior News Producer and Reporter- Telemundo Station Group,FALSE,FALSE,FALSE, ,Telemundo Station Group, ,N,Y, ,1146,1334,110,13,13,FALSE,1,4,5,1,5,6,0.293051,670.150965,0.15,0.000164,0.000012,0.002807,
serranonews,8,742033345,Randy Serrano,Telemundo Network,-,Radio_and_Television,DC Correspondent,M,Hispanic,0,Telemundo correspondent in D.C. Proud #UConn grad. Politics nerd and avid salsero. #puravida,FALSE,TRUE,FALSE,http://www.nbcuniversal.com/business/nbcuniversal-owned-television-stations,NBC, ,N,Y, ,1087,1333,740,33,16,TRUE,0,2,2,0,2,2,0.238922,0,0,0,0,0.000968,
Sheila_MacVicar,8,1687026697,Sheila MacVicar,Aljazeera America,Television Network News and Public Affairs,Radio_and_Television,,F,White,"""Alum Al Jazeera America, CBS, CNN, ABC""","Another enemy of the people. Alum Al Jazeera America, CBS, CNN, ABC, with the PTSD to prove it. Looking for new ways to tell new tales",FALSE,FALSE,FALSE, ,AJZ,CBS,N,N (former), ,5573,1280,280,4499,45,TRUE,4,18,22,7,25,32,0.333015,2459.631457,0.297386,0.003374,0.001238,0.013125,
FQuadrani,8,177321850,Federico S. Quadrani,CNN,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,"Executive Producer, The Lead with Jake Tapper on CNN.",FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,313,1278,1041,148,34,FALSE,1,4,5,1,6,7,0.294863,0.788736,0.5,0.002815,0.000492,0.00348,
StevenPageCNN,8,617382180,Steven Page,CNN,Television Network News and Public Affairs,Radio_and_Television,"Editorial Producer, The Situation Room",M,Black,-,Editorial Producer for @CNNSitRoom w/@WolfBlitzer. Michigan Native. Proud Midwesterner. @HowardU alum. I may have run into The Fresh Prince of Bel-Air,FALSE,FALSE,FALSE,http://cnn.com,CNN, ,N,Y, ,1801,1273,2959,606,35,FALSE,0,1,1,0,1,1,0.227078,0,0,0,0,0.000178,
chrispapst,8,151506204,Chris Papst,WJLA–TV / Newschannel 8,Local TV Stations,Radio_and_Television,Reporter ,M,White,"Best selling author of Capital Murder and the novel, DEVOLUTION.","National award winning investigative reporter - Best selling author of Capital Murder and the novel, DEVOLUTION.",FALSE,FALSE,FALSE,http://chrispapst.com,Fox-L, ,N,Y, ,3148,1253,98,212,65,TRUE,1,1,2,4,3,7,0.23012,0,0,0.000486,0.000032,0.000029,
phuffdaddy,8,26061966,Priscilla Huff,Feature Story News,-,Radio_and_Television,Producer & Correspondent,F,White,-,journalist digital multimedia  washingtonian  one-time homecoming princess dog lover home cook,FALSE,FALSE,FALSE,http://www.featurestory.com,FSN, ,N,N, ,19716,1243,1915,1584,55,TRUE,3,55,58,6,163,169,0.36256,3015.182766,0.223232,0.002462,0.00086,0.040248,
tru62,8,197630957,Tony Umrani,CNN,Television Network News and Public Affairs,Radio_and_Television,Senior Photojournalist,M,Black,-,,FALSE,FALSE,FALSE,"Senior photojournalist at CNN Washington and DSLR photography enthusiast. Tweets, retweets, links and photos should not be seen as endorsements of any kind.",CNN, , , , ,1554,1242,536,14,30,FALSE,1,0,1,1,0,1,0,0,0,0.002229,0.000145,0,
andysullivan,8,15891770,andysullivan,Thomson Reuters,Wire Services,Senate_Press_Galleries,Domestic Policy Corresondent ,M,White,-,Washington correspondent for @Reuters and @ReutersTV. Stunt guitarist for @TheAirport77s. Not the golf guy.,FALSE,TRUE,FALSE,http://reuters.tv,Reuters,reuters TV,N,Y, ,1300,1217,932,1115,108,FALSE,1,2,3,1,2,3,0.231709,1847,0.166667,0.000539,0.001066,0.000081,
journalistabex,8,29077144,Becky Schatz,CNN,Television Network News and Public Affairs,Radio_and_Television,Producer,F,White,-,"News Nerd/Political Junkie: @cnn producer...lover of sarcasm and wit, hater of the Yankees",FALSE,FALSE,FALSE,http://www.linkedin.com/pub/rebecca-schatz/45/21/964,CNN, ,N,Y, ,11117,1204,1006,458,71,FALSE,0,6,6,0,6,6,0.288309,0,0.3,0,0,0.004668,
tmawelsh,8,69706170,Teresa Welsh,McClatchy Newspapers,-,Senate_Periodical_Galleries,,F,White,"""formerly @usnews.""","Reporter @devex, runner, baker, and fan of pumpkin 365 days a year. RTs not endorsement; statements of panda superiority can be proven.",FALSE,FALSE,FALSE, ,Devex, ,N,N, ,8630,1196,1638,875,59,TRUE,3,26,29,10,33,43,0.338244,140.872245,0.17328,0.005919,0.001846,0.01756,
johnshiffman,8,28847795,John Shiffman,Thomson Reuters,Wire Services,Senate_Press_Galleries,,M,White,-,Reuters reporter | john.shiffman@reuters.com,FALSE,FALSE,FALSE,https://www.reuters.com,Reuters, ,N,N, ,1807,1148,976,211,63,TRUE,2,8,10,6,9,15,0.290446,5.223184,0.357143,0.000585,0.000203,0.002024,
TheRobinMazyck,8,805328677,Robin Mazyck,CBN News,-,Radio_and_Television,‎Bureau Chief ,F,Black,-,"Wife, mom, blogger, journalist and AKA. Proud Spartan and Wolverine!",FALSE,FALSE,FALSE,https://mommyhoodmatters.family.blog/,CBN, ,N,Y, ,1976,1144,1739,334,18,FALSE,0,2,2,0,2,2,0.230282,0,0,0,0,0.000165,
maria_e_recio,8,456994513,Maria Recio,Austin American-Statesman,Newspapers,Senate_Press_Galleries,Political Reporter,F,White,"""Alum McClatchy Newspapers, @Fort Worth Star-Telegram,BusWeek.""","Maria Recio writes about arts/culture and Texas politics from D.C. for Austin Statesman. Alum @McClatchyDC, @Star-telegram, BusinessWeek. mwrecio@gmail.com",FALSE,FALSE,FALSE,http://www.statesman.com,Austin Stateman,Star-telegram,N,N, ,44677,1102,582,14876,110,FALSE,5,59,64,12,92,104,0.373822,1714.78424,0.201695,0.015689,0.004069,0.041549,
cwordock,8,139772126,Colleen Wordock,Sinclair Broadcast Group,-,Radio_and_Television,,F,White,Formerly at Bloomberg News,"Washington Bureau Chief, Spectrum News. Formerly with Circa and Bloomberg...NYC born, NC raised, Tarheel, Mom to 3, Wife to 1. Tweets are mine.",FALSE,FALSE,FALSE,http://NY1.com,Spectrum News, ,N,N, ,3294,1041,2668,1357,38,TRUE,8,6,14,8,6,14,0.30133,325.078366,0.141026,0.023418,0.0048,0.004183,
MarisaKashino,8,251917058,Marisa M. Kashino,Washingtonian,-,Senate_Periodical_Galleries,Senior Editor,F,Unsure,-,Senior editor @Washingtonian. There's a 98% chance I have dog treats in my pocket.,FALSE,FALSE,FALSE,http://washingtonian.com,Washingtonian, ,N,N, ,1748,1023,596,5103,37,FALSE,3,7,10,6,11,17,0.32267,60.993,0.446429,0.001527,0.000407,0.005352,
laura_e_finch,8,21664938,laura finch,World Magazine,-,Radio_and_Television,,F,White,"""formerly @CSPAN.""","Writer @WORLD_mag / @TWERadio & @weaveinfluence; formerly @CSPAN, @RepHultgren, @INHouseGOP",FALSE,FALSE,FALSE,http://www.laurafinch.com,World Magazine,TWE Radio,N,N, ,5662,966,2275,667,25,FALSE,1,1,2,4,1,5,0.22805,0,0,0.00018,0.000049,0,
LauraKoran,8,121539446,Laura Koran,CNN,Television Network News and Public Affairs,Radio_and_Television,,F,White,-,Producer with @NatSecCNN - Re-tweets are not endorsements.,FALSE,FALSE,FALSE, ,CNN, ,N,Y, ,995,964,1509,176,37,FALSE,8,8,16,11,13,24,0.281452,86.618675,0.181818,0.019263,0.002554,0.002456,
MarkWalzCNN,8,386781145,Mark Walz,CNN,Television Network News and Public Affairs,Radio_and_Television,Senior Photojournalist,M,White,-,"Senior Photojournalist at CNN in Washington, DC, covering the White House, Capitol Hill, and the world. Tweets are my own opinions and views",TRUE,FALSE,FALSE, ,CNN, ,N,Y, ,484,956,379,383,38,FALSE,0,1,1,0,1,1,0.244606,0,0,0,0,0.000246,
